Package,Class,Method,Parameters,Cyclomatic Complexity
org.apache.commons.collections4.map,AbstractReferenceMap,createEntry,[final HashEntry<K, V> next, final int hashCode, final K key, final V value],1
org.apache.commons.collections4.functors,NonePredicate,nonePredicate,[final Collection<? extends Predicate<? super T>> predicates],2
org.apache.commons.collections4.list,AbstractLinkedList,getNode,[final int index, final boolean endMarkerAllowed],9
org.apache.commons.collections4.set,TransformedSet,transformingSet,[final Set<E> set, final Transformer<? super E, ? extends E> transformer],1
org.apache.commons.collections4.map,AbstractHashedMap,checkCapacity,[],3
org.apache.commons.collections4,MapUtils,getDoubleValue,[final Map<? super K, ?> map, final K key, final Function<K, Double> defaultFunction],1
org.apache.commons.collections4.functors,SwitchClosure,getClosures,[],1
org.apache.commons.collections4.bloomfilter,CountingBloomFilter,uniqueIndices,[],1
org.apache.commons.collections4.collection,Builder,createPredicatedQueue,[final Queue<E> queue],1
org.apache.commons.collections4.iterators,IteratorIterable,iterator,[],2
org.apache.commons.collections4,CollectionUtils,removeAll,[final Iterable<E> collection, final Iterable<? extends E> remove, final Equator<? super E> equator],4
org.apache.commons.collections4,MapUtils,applyDefaultValue,[final Map<? super K, ?> map, final K key, final BiFunction<Map<? super K, ?>, K, R> getFunction, final R defaultValue],6
org.apache.commons.collections4.map,UnmodifiableOrderedMap,unmodifiableOrderedMap,[final OrderedMap<? extends K, ? extends V> map],2
org.apache.commons.collections4.bidimap,TreeBidiMap,lookupKey,[final Object key],1
org.apache.commons.collections4.keyvalue,MultiKey,calculateHashCode,[final Object[] keys],3
org.apache.commons.collections4.bloomfilter,SetOperations,orCardinality,[final BitMapProducer first, final BitMapProducer second],1
org.apache.commons.collections4.bloomfilter,SparseBloomFilter,forEachBitMap,[final LongPredicate consumer],10
org.apache.commons.collections4,CollectionUtils,removeCount,[final Collection<E> input, int startIndex, int count],6
org.apache.commons.collections4.set,UnmodifiableSortedSet,tailSet,[final E fromElement],1
org.apache.commons.collections4.functors,NotNullPredicate,notNullPredicate,[],1
org.apache.commons.collections4,MapUtils,getObject,[final Map<K, V> map, final K key, final V defaultValue],3
org.apache.commons.collections4,IteratorUtils,asIterable,[final Iterator<? extends E> iterator],1
org.apache.commons.collections4.functors,ExceptionTransformer,readResolve,[],1
org.apache.commons.collections4,SetUtils,synchronizedSortedSet,[final SortedSet<E> set],1
org.apache.commons.collections4,MapUtils,safeAddToMap,[final Map<? super K, Object> map, final K key, final Object value],3
org.apache.commons.collections4,CollectionUtils,subtract,[final Iterable<? extends O> a, final Iterable<? extends O> b, final Predicate<O> p],6
org.apache.commons.collections4.map,ReferenceEntry,onPurge,[],1
org.apache.commons.collections4.functors,SwitchClosure,execute,[final E input],3
org.apache.commons.collections4,CollectionUtils,extractSingleton,[final Collection<E> collection],2
org.apache.commons.collections4.sequence,DeleteCommand,accept,[final CommandVisitor<T> visitor],1
org.apache.commons.collections4,IteratorUtils,loopingIterator,[final Collection<? extends E> collection],1
org.apache.commons.collections4,FluentIterable,unique,[],1
org.apache.commons.collections4,MapUtils,verbosePrint,[final PrintStream out, final Object label, final Map<?, ?> map],1
org.apache.commons.collections4.properties,EmptyProperties,loadFromXML,[final InputStream in],1
org.apache.commons.collections4,MultiValuedMap,asMap,[],1
org.apache.commons.collections4.bidimap,TreeBidiMap,lookupValue,[final Object value],1
org.apache.commons.collections4.list,CursorableLinkedList,createSubListListIterator,[final LinkedSubList<E> subList, final int fromIndex],1
org.apache.commons.collections4,ListUtils,sum,[final List<? extends E> list1, final List<? extends E> list2],1
org.apache.commons.collections4,IteratorUtils,nodeListIterator,[final Node node],1
org.apache.commons.collections4,CollectionUtils,permutations,[final Collection<E> collection],2
org.apache.commons.collections4.set,TransformedNavigableSet,pollLast,[],1
org.apache.commons.collections4.multiset,AbstractMultiSet,createUniqueSetIterator,[],1
org.apache.commons.collections4.map,EntrySetToMapIteratorAdapter,current,[],2
org.apache.commons.collections4,CardinalityHelper,min,[final Object obj],1
org.apache.commons.collections4,ListUtils,partition,[final List<T> list, final int size],2
org.apache.commons.collections4.collection,IndexedCollection,removeFromIndex,[final C object],1
org.apache.commons.collections4,ListUtils,synchronizedList,[final List<E> list],1
org.apache.commons.collections4,MapUtils,getBoolean,[final Map<? super K, ?> map, final K key, final Function<K, Boolean> defaultFunction],1
org.apache.commons.collections4.iterators,TransformIterator,setTransformer,[final Transformer<? super I, ? extends O> transformer],1
org.apache.commons.collections4.functors,StringValueTransformer,stringValueTransformer,[],1
org.apache.commons.collections4.bloomfilter,Shape,checkNumberOfBits,[final int numberOfBits],2
org.apache.commons.collections4.map,AbstractHashedMap,convertKey,[final Object key],3
org.apache.commons.collections4.properties,EmptyProperties,store,[final Writer writer, final String comments],1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,selectKey,[final K key],2
org.apache.commons.collections4,IterableUtils,chainedIterable,[final Iterable<? extends E>... iterables],2
org.apache.commons.collections4.bidimap,Node,isBlack,[final DataElement dataElement],1
org.apache.commons.collections4.iterators,EmptyListIterator,emptyListIterator,[],1
org.apache.commons.collections4,MapUtils,toMap,[final ResourceBundle resourceBundle],2
org.apache.commons.collections4.list,GrowthList,growthList,[final List<E> list],1
org.apache.commons.collections4,IterableUtils,skippingIterable,[final Iterable<E> iterable, final long elementsToSkip],2
org.apache.commons.collections4.iterators,PushbackIterator,pushbackIterator,[final Iterator<? extends E> iterator],2
org.apache.commons.collections4.properties,EmptyProperties,getOrDefault,[final Object key, final Object defaultValue],1
org.apache.commons.collections4.comparators,ComparatorChain,setForwardSort,[final int index],1
org.apache.commons.collections4.functors,TransformerClosure,transformerClosure,[final Transformer<? super E, ?> transformer],2
org.apache.commons.collections4,FluentIterable,allMatch,[final Predicate<? super E> predicate],1
org.apache.commons.collections4,IterableUtils,frequency,[final Iterable<E> iterable, final T obj],5
org.apache.commons.collections4,CollectionUtils,reverseArray,[final Object[] array],2
org.apache.commons.collections4,FluentIterable,loop,[],1
org.apache.commons.collections4.iterators,IteratorEnumeration,hasMoreElements,[],1
org.apache.commons.collections4.bidimap,TreeBidiMap,doRedBlackDeleteFixup,[final Node<K, V> replacementNode, final DataElement dataElement],12
org.apache.commons.collections4,ListUtils,fixedSizeList,[final List<E> list],1
org.apache.commons.collections4,FluentIterable,copyInto,[final Collection<? super E> collection],1
org.apache.commons.collections4,IterableUtils,filteredIterable,[final Iterable<E> iterable, final Predicate<? super E> predicate],1
org.apache.commons.collections4.bloomfilter,Shape,calculateNumberOfHashFunctions,[final int numberOfItems, final int numberOfBits],2
org.apache.commons.collections4,BidiMap,removeValue,[Object value],1
org.apache.commons.collections4.map,AbstractHashedMap,ensureCapacity,[final int newCapacity],5
org.apache.commons.collections4.set,TransformedNavigableSet,higher,[final E e],1
org.apache.commons.collections4,BagUtils,transformingBag,[final Bag<E> bag, final Transformer<? super E, ? extends E> transformer],1
org.apache.commons.collections4,BagUtils,synchronizedSortedBag,[final SortedBag<E> bag],1
org.apache.commons.collections4.iterators,ArrayIterator,getStartIndex,[],1
org.apache.commons.collections4.properties,EmptyProperties,computeIfAbsent,[final Object key, final Function<? super Object, ? extends Object> mappingFunction],1
org.apache.commons.collections4.map,ReferenceEntry,purge,[final Reference<?> ref],8
org.apache.commons.collections4.queue,UnmodifiableQueue,unmodifiableQueue,[final Queue<? extends E> queue],2
org.apache.commons.collections4.list,NodeCachingLinkedList,getNodeFromCache,[],2
org.apache.commons.collections4.trie,AbstractPatriciaTrie,removeExternalEntry,[final TrieEntry<K, V> h],8
org.apache.commons.collections4.iterators,ArrayIterator,checkBound,[final int bound, final int len, final String type],3
org.apache.commons.collections4,OrderedMap,lastKey,[],1
org.apache.commons.collections4.map,AbstractReferenceMap,isValueType,[final ReferenceStrength type],1
org.apache.commons.collections4,CollectionUtils,removeRange,[final Collection<E> input, final int startIndex, final int endIndex],3
org.apache.commons.collections4.map,AbstractReferenceMap,doReadObject,[final ObjectInputStream in],3
org.apache.commons.collections4.functors,TruePredicate,truePredicate,[],1
org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,mask,[final int bit],1
org.apache.commons.collections4.functors,IfClosure,getFalseClosure,[],1
org.apache.commons.collections4.iterators,PushbackIterator,pushback,[final E item],1
org.apache.commons.collections4.bloomfilter,SparseBloomFilter,characteristics,[],1
org.apache.commons.collections4.iterators,ObjectArrayListIterator,previous,[],3
org.apache.commons.collections4.trie,PrefixRangeMap,inToRange,[final K key, final boolean forceInclusive],1
org.apache.commons.collections4.functors,SwitchTransformer,switchTransformer,[final Map<? extends Predicate<? super I>, ? extends Transformer<? super I, ? extends O>> map],6
org.apache.commons.collections4,IterableUtils,boundedIterable,[final Iterable<E> iterable, final long maxSize],2
org.apache.commons.collections4.trie,AbstractBitwiseTrie,bitsPerElement,[],1
org.apache.commons.collections4.collection,UnmodifiableBoundedCollection,unmodifiableBoundedCollection,[Collection<? extends E> collection],7
org.apache.commons.collections4.bidimap,Node,isRed,[final DataElement dataElement],2
org.apache.commons.collections4.functors,AbstractQuantifierPredicate,getPredicates,[],1
org.apache.commons.collections4.iterators,ObjectArrayListIterator,previousIndex,[],1
org.apache.commons.collections4.functors,FunctorUtils,coerce,[final Transformer<? super I, ? extends O> transformer],1
org.apache.commons.collections4.queue,TransformedQueue,transformingQueue,[final Queue<E> queue, final Transformer<? super E, ? extends E> transformer],1
org.apache.commons.collections4.bloomfilter,BitMap,mod,[final long dividend, final int divisor],3
org.apache.commons.collections4.bidimap,UnmodifiableOrderedBidiMap,unmodifiableOrderedBidiMap,[final OrderedBidiMap<? extends K, ? extends V> map],2
org.apache.commons.collections4.list,LinkedListIterator,getLastNodeReturned,[],2
org.apache.commons.collections4,MapUtils,getLongValue,[final Map<? super K, ?> map, final K key, final long defaultValue],1
org.apache.commons.collections4,CollectionUtils,forAllDo,[final Iterator<T> iterator, final C closure],2
org.apache.commons.collections4,ComparatorUtils,nullHighComparator,[Comparator<E> comparator],2
org.apache.commons.collections4,FluentIterable,zip,[final Iterable<? extends E>... others],1
org.apache.commons.collections4.iterators,CollatingIterator,getComparator,[],1
org.apache.commons.collections4.list,AVLNode,insertOnLeft,[final int indexRelativeToMe, final E obj],3
org.apache.commons.collections4.trie,KeyAnalyzer,isValidBitIndex,[final int bitIndex],1
org.apache.commons.collections4,MapUtils,fixedSizeMap,[final Map<K, V> map],1
org.apache.commons.collections4,CollectionUtils,containsAny,[final Collection<?> coll1, final Collection<?> coll2],6
org.apache.commons.collections4.comparators,BooleanComparator,sortsTrueFirst,[],1
org.apache.commons.collections4,CollectionUtils,predicatedCollection,[final Collection<C> collection, final Predicate<? super C> predicate],1
org.apache.commons.collections4,CollectionUtils,isSubCollection,[final Collection<?> a, final Collection<?> b],3
org.apache.commons.collections4.iterators,FilterListIterator,setNextObject,[],7
org.apache.commons.collections4.trie,KeyAnalyzer,isEqualBitKey,[final int bitIndex],1
org.apache.commons.collections4.bidimap,TreeBidiMap,getLeftChild,[final Node<K, V> node, final DataElement dataElement],3
org.apache.commons.collections4,MultiMapUtils,emptyMultiValuedMap,[],1
org.apache.commons.collections4,ArrayStack,push,[final E item],1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,selectR,[final TrieEntry<K, V> h, final int bitIndex, final K key, final int lengthInBits, final Reference<Map.Entry<K, V>> reference],8
org.apache.commons.collections4,MapUtils,iterableSortedMap,[final SortedMap<K, V> sortedMap],3
org.apache.commons.collections4.properties,EmptyProperties,setProperty,[final String key, final String value],1
org.apache.commons.collections4.comparators,ComparatorChain,setReverseSort,[final int index],1
org.apache.commons.collections4.trie,BasicEntry,setKeyValue,[final K key, final V value],1
org.apache.commons.collections4.map,AbstractHashedMap,reuseEntry,[final HashEntry<K, V> entry, final int hashIndex, final int hashCode, final K key, final V value],1
org.apache.commons.collections4.iterators,UnmodifiableListIterator,umodifiableListIterator,[final ListIterator<? extends E> iterator],1
org.apache.commons.collections4.map,ReferenceBaseIterator,checkMod,[],2
org.apache.commons.collections4.map,AbstractHashedMap,removeEntry,[final HashEntry<K, V> entry, final int hashIndex, final HashEntry<K, V> previous],2
org.apache.commons.collections4.list,FixedSizeList,unsupportedOperationException,[],1
org.apache.commons.collections4,PredicateUtils,instanceofPredicate,[final Class<?> type],1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,nextEntryImpl,[final TrieEntry<K, V> start, final TrieEntry<K, V> previous, final TrieEntry<K, V> tree],18
org.apache.commons.collections4.list,AVLNode,rotateLeft,[],1
org.apache.commons.collections4.map,LRUMap,isScanUntilRemovable,[],1
org.apache.commons.collections4,ClosureUtils,switchMapClosure,[final Map<? extends E, Closure<E>> objectsAndClosures],2
org.apache.commons.collections4.list,NodeCachingLinkedList,setMaximumCacheSize,[final int maximumCacheSize],1
org.apache.commons.collections4.functors,InstantiateFactory,findConstructor,[],2
org.apache.commons.collections4.iterators,EmptyOrderedMapIterator,emptyOrderedMapIterator,[],1
org.apache.commons.collections4,MultiSetUtils,unmodifiableMultiSet,[final MultiSet<? extends E> multiset],1
org.apache.commons.collections4.map,AbstractHashedMap,calculateNewCapacity,[final int proposedCapacity],4
org.apache.commons.collections4.iterators,ArrayIterator,getEndIndex,[],1
org.apache.commons.collections4,MultiValuedMap,get,[K key],1
org.apache.commons.collections4.map,PassiveExpiringMap,validateAndConvertToMillis,[final long timeToLive, final TimeUnit timeUnit],1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,firstEntry,[],2
org.apache.commons.collections4.functors,FunctorUtils,copy,[final Transformer<? super I, ? extends O>... transformers],2
org.apache.commons.collections4.list,SetUniqueList,asSet,[],1
org.apache.commons.collections4,ClosureUtils,asClosure,[final Transformer<? super E, ?> transformer],1
org.apache.commons.collections4.trie,AbstractBitwiseTrie,getKeyAnalyzer,[],1
org.apache.commons.collections4.trie,PrefixRangeMap,isFromInclusive,[],1
org.apache.commons.collections4.iterators,EmptyMapIterator,emptyMapIterator,[],1
org.apache.commons.collections4,CollectionUtils,containsAll,[final Collection<?> coll1, final Collection<?> coll2],8
org.apache.commons.collections4.bloomfilter,CountingBloomFilter,isValid,[],1
org.apache.commons.collections4,PredicateUtils,eitherPredicate,[final Predicate<? super T> predicate1, final Predicate<? super T> predicate2],1
org.apache.commons.collections4.sequence,ReplacementsHandler,handleReplacement,[int skipped, List<T> from, List<T> to],1
org.apache.commons.collections4.bidimap,TreeBidiMap,makeBlack,[final Node<?, ?> node, final DataElement dataElement],2
org.apache.commons.collections4,MapUtils,emptyIfNull,[final Map<K, V> map],3
org.apache.commons.collections4,SortedBidiMap,valueComparator,[],1
org.apache.commons.collections4,CollectionUtils,filter,[final Iterable<T> collection, final Predicate<? super T> predicate],6
org.apache.commons.collections4.collection,IndexedCollection,uniqueIndexedCollection,[final Collection<C> coll, final Transformer<C, K> keyTransformer],1
org.apache.commons.collections4.queue,CircularFifoQueue,decrement,[int index],2
org.apache.commons.collections4.functors,ClosureTransformer,getClosure,[],1
org.apache.commons.collections4.properties,EmptyProperties,elements,[],1
org.apache.commons.collections4,MapUtils,iterableMap,[final Map<K, V> map],3
org.apache.commons.collections4.comparators,FixedOrderComparator,addAsEqual,[final T existingObj, final T newObj],2
org.apache.commons.collections4.functors,TransformedPredicate,transformedPredicate,[final Transformer<? super T, ? extends T> transformer, final Predicate<? super T> predicate],1
org.apache.commons.collections4,CollectionUtils,exists,[final Iterable<C> input, final Predicate<? super C> predicate],2
org.apache.commons.collections4,CollectionUtils,isFull,[final Collection<? extends Object> collection],3
org.apache.commons.collections4.map,PassiveExpiringMap,removeAllExpired,[final long nowMillis],3
org.apache.commons.collections4.functors,PrototypeCloneFactory,findCloneMethod,[],2
org.apache.commons.collections4.iterators,CollatingIterator,getIterators,[],1
org.apache.commons.collections4,IteratorUtils,first,[final Iterator<E> iterator],1
org.apache.commons.collections4.sequence,Snake,getStart,[],1
org.apache.commons.collections4,BagUtils,collectionBag,[final Bag<E> bag],1
org.apache.commons.collections4.trie,PrefixRangeMap,isToInclusive,[],1
org.apache.commons.collections4,MapUtils,getInteger,[final Map<? super K, ?> map, final K key, final Integer defaultValue],1
org.apache.commons.collections4.queue,AbstractQueueDecorator,poll,[],1
org.apache.commons.collections4.properties,AbstractPropertiesFactory,toPropertyFormat,[final String fileName],3
org.apache.commons.collections4.bloomfilter,SparseBloomFilter,asBitMapArray,[],2
org.apache.commons.collections4,IterableUtils,checkNotNull,[final Iterable<?>... iterables],2
org.apache.commons.collections4.iterators,EnumerationIterator,setEnumeration,[final Enumeration<? extends E> enumeration],1
org.apache.commons.collections4.bidimap,AbstractViewIterator,navigatePrevious,[],4
org.apache.commons.collections4.multiset,AbstractMapMultiSet,setMap,[final Map<E, MutableInteger> map],1
org.apache.commons.collections4.functors,ExceptionFactory,create,[],1
org.apache.commons.collections4.bloomfilter,CellProducer,from,[final IndexProducer producer],6
org.apache.commons.collections4.list,SetUniqueList,setUniqueList,[final List<E> list],2
org.apache.commons.collections4.iterators,IteratorChain,checkLocked,[],2
org.apache.commons.collections4.functors,CatchAndRethrowClosure,executeAndThrow,[E input],1
org.apache.commons.collections4.bloomfilter,EnhancedDoubleHasher,toLong,[final byte[] byteArray, final int offset, final int len],2
org.apache.commons.collections4.splitmap,TransformedSplitMap,writeObject,[final ObjectOutputStream out],1
org.apache.commons.collections4,IteratorUtils,asMultipleUseIterable,[final Iterator<? extends E> iterator],1
org.apache.commons.collections4.map,MultiKeyMap,checkKey,[final MultiKey<?> key],1
org.apache.commons.collections4,ListUtils,unmodifiableList,[final List<? extends E> list],1
org.apache.commons.collections4.iterators,TransformIterator,getIterator,[],1
org.apache.commons.collections4.bloomfilter,SetOperations,andCardinality,[final BitMapProducer first, final BitMapProducer second],1
org.apache.commons.collections4.trie,AbstractBitwiseTrie,castKey,[final Object key],1
org.apache.commons.collections4.functors,CloneTransformer,cloneTransformer,[],1
org.apache.commons.collections4.iterators,UnmodifiableListIterator,unmodifiableListIterator,[final ListIterator<? extends E> iterator],2
org.apache.commons.collections4.queue,SynchronizedQueue,synchronizedQueue,[final Queue<E> queue],1
org.apache.commons.collections4.functors,IfClosure,getTrueClosure,[],1
org.apache.commons.collections4,CollectionUtils,transformingCollection,[final Collection<E> collection, final Transformer<? super E, ? extends E> transformer],1
org.apache.commons.collections4.functors,NullIsTruePredicate,nullIsTruePredicate,[final Predicate<? super T> predicate],1
org.apache.commons.collections4.bloomfilter,Shape,checkNumberOfItems,[final int numberOfItems],2
org.apache.commons.collections4,ClosureUtils,invokerClosure,[final String methodName, final Class<?>[] paramTypes, final Object[] args],1
org.apache.commons.collections4.list,AVLNode,getOffset,[final AVLNode<E> node],2
org.apache.commons.collections4.bidimap,Node,isLeftChild,[final DataElement dataElement],2
org.apache.commons.collections4.iterators,ObjectGraphIterator,findNext,[final E value],2
org.apache.commons.collections4.list,CursorableLinkedList,registerCursor,[final Cursor<E> cursor],1
org.apache.commons.collections4.functors,PrototypeFactory,prototypeFactory,[final T prototype],5
org.apache.commons.collections4.trie,PrefixRangeMap,inRange2,[final K key],1
org.apache.commons.collections4.iterators,UnmodifiableIterator,unmodifiableIterator,[final Iterator<? extends E> iterator],2
org.apache.commons.collections4,ComparatorUtils,transformedComparator,[Comparator<O> comparator, final Transformer<? super I, ? extends O> transformer],2
org.apache.commons.collections4.bidimap,TreeBidiMap,lookup,[final Object data, final DataElement dataElement],5
org.apache.commons.collections4,OrderedMap,previousKey,[K key],1
org.apache.commons.collections4.map,MapMutator,resolveCollision,[CompositeMap<K, V> composite, Map<K, V> existing, Map<K, V> added, Collection<K> intersect],1
org.apache.commons.collections4,MapUtils,getShort,[final Map<? super K, ?> map, final K key, final Short defaultValue],1
org.apache.commons.collections4,CollectionUtils,cardinality,[final O obj, final Iterable<? super O> collection],1
org.apache.commons.collections4.iterators,FilterListIterator,setPreviousObject,[],7
org.apache.commons.collections4.map,AbstractHashedMap,entryHashCode,[final HashEntry<K, V> entry],1
org.apache.commons.collections4.functors,ExceptionTransformer,exceptionTransformer,[],1
org.apache.commons.collections4.collection,PredicatedCollection,notNullBuilder,[],1
org.apache.commons.collections4.map,Flat3Map,convertToMap,[],6
org.apache.commons.collections4.map,ListOrderedMap,valueList,[],1
org.apache.commons.collections4.functors,WhileClosure,whileClosure,[final Predicate<? super E> predicate, final Closure<? super E> closure, final boolean doLoop],1
org.apache.commons.collections4.map,ReferenceBaseIterator,nextNull,[],2
org.apache.commons.collections4.bidimap,TreeBidiMap,doRemoveKey,[final Object key],2
